,Rank,Name,G,Rush Yards,Pass Yards,Plays,Total Yards,Yards/Play,Yards/G
0,1,Oklahoma,14,3464,4520,928,7984,8.60,570.3
1,2,Ohio State,14,2398,5100,1131,7498,6.63,535.6
2,3,Clemson,15,3723,4185,1076,7908,7.35,527.2
3,4,Memphis,14,3919,3405,1028,7324,7.12,523.1
4,5,UCF,13,3448,3347,986,6795,6.89,522.7
5,6,Alabama,15,2976,4854,1009,7830,7.76,522.0
6,7,Houston,13,2822,3841,1010,6663,6.60,512.5
7,8,West Virginia,12,1931,4216,870,6147,7.07,512.3
8,9,Mississippi,12,1969,4157,860,6126,7.12,510.5
9,10,Oklahoma State,13,2474,4028,1011,6502,6.43,500.2
10,11,Utah State,13,2641,3825,945,6466,6.84,497.4
11,12,Texas Tech,12,1591,4231,972,5822,5.99,485.2
12,13,Missouri,13,2631,3632,1004,6263,6.24,481.8
13,14,Florida Atlantic,12,2902,2844,930,5746,6.18,478.8
14,15,Texas A&M,13,2847,3284,980,6131,6.26,471.6
15,16,Ohio,13,3358,2710,867,6068,7.00,466.8
16,17,Arkansas State,13,2402,3659,980,6061,6.18,466.2
17,18,Georgia,14,3343,3165,923,6508,7.05,464.9
18,19,Syracuse,13,2601,3441,1063,6042,5.68,464.8
19,20,North Texas,13,1999,3988,966,5987,6.20,460.5
20,21,Boise State,13,2178,3796,979,5974,6.10,459.5
21,22,Baylor,13,2198,3770,988,5968,6.04,459.1
22,23,Cincinnati,13,3113,2847,974,5960,6.12,458.5
23,24,Arizona,12,2429,3063,881,5492,6.23,457.7
24,25,Nebraska,12,2508,2966,868,5474,6.31,456.2
25,26,North Carolina State,13,1858,4071,979,5929,6.06,456.1
26,27,Washington State,13,1010,4859,958,5869,6.13,451.5
27,28,Wake Forest,13,2778,3069,1067,5847,5.48,449.8
28,29,Purdue,13,1773,3998,909,5771,6.35,443.9
29,30,Toledo,13,2807,2963,927,5770,6.22,443.8
30,31,North Carolina,11,2123,2740,817,4863,5.95,442.1
31,32,Notre Dame,13,2374,3347,954,5721,6.00,440.1
32,33,South Florida,13,2517,3173,948,5690,6.00,437.7
33,34,Massachusetts,12,1674,3577,821,5251,6.40,437.6
34,35,Western Michigan,13,2593,3086,962,5679,5.90,436.8
35,36,Wisconsin,13,3554,2050,875,5604,6.40,431.1
36,37,Appalachian State,13,3125,2478,859,5603,6.52,431.0
37,38,Nevada,13,1976,3624,929,5600,6.03,430.8
38,39,Virginia Tech,13,2266,3300,949,5566,5.87,428.2
39,40,Old Dominion,12,1569,3564,905,5133,5.67,427.8
40,41,Oregon,13,2332,3222,947,5554,5.86,427.2
41,42,Florida,13,2771,2776,890,5547,6.23,426.7
42,43,South Carolina,13,1986,3547,887,5533,6.24,425.6
43,44,Louisiana-Lafayette,14,3062,2878,901,5940,6.59,424.3
44,45,Penn State,13,2664,2835,900,5499,6.11,423.0
45,46,Liberty,12,1937,3138,935,5075,5.43,422.9
46,47,Florida International,13,2286,3194,859,5480,6.38,421.5
47,47,Fresno State,14,2161,3740,941,5901,6.27,421.5
48,49,Hawai'i,14,1534,4344,963,5878,6.10,419.9
49,50,Michigan,13,2649,2804,896,5453,6.09,419.5
50,51,Arizona State,13,2392,3025,899,5417,6.03,416.7
51,52,Indiana,12,1888,3094,909,4982,5.48,415.2
52,53,Louisiana-Monroe,12,2008,2970,801,4978,6.21,414.8
53,53,Air Force,12,3402,1576,882,4978,5.64,414.8
54,55,Washington,14,2468,3337,969,5805,5.99,414.6
