,Rank,Name,G,Att.,Made,Pct.,Att/G,Made/G
0,1,Western Kentucky,14,16,15,93.8,1.1,1.1
1,2,Oregon,13,24,22,91.7,1.8,1.7
2,3,Kansas State,13,21,19,90.5,1.6,1.5
3,4,Stanford,14,20,18,90.0,1.4,1.3
4,5,Nevada,13,19,17,89.5,1.5,1.3
5,6,Notre Dame,13,17,15,88.2,1.3,1.2
6,7,North Carolina,14,23,20,87.0,1.6,1.4
7,8,Duke,13,30,26,86.7,2.3,2.0
8,8,Navy,13,15,13,86.7,1.2,1.0
9,10,California,13,21,18,85.7,1.6,1.4
10,10,Penn State,13,21,18,85.7,1.6,1.4
11,12,Idaho,12,27,23,85.2,2.3,1.9
12,12,Utah,13,27,23,85.2,2.1,1.8
13,12,Auburn,13,27,23,85.2,2.1,1.8
14,15,Clemson,15,33,28,84.8,2.2,1.9
15,16,Louisiana Tech,13,26,22,84.6,2.0,1.7
16,17,South Alabama,12,19,16,84.2,1.6,1.3
17,17,Connecticut,13,19,16,84.2,1.5,1.2
18,17,Texas Tech,13,19,16,84.2,1.5,1.2
19,20,TCU,13,25,21,84.0,1.9,1.6
20,21,Boise State,13,30,25,83.3,2.3,1.9
21,21,Miami (Florida),13,30,25,83.3,2.3,1.9
22,21,UCLA,13,24,20,83.3,1.8,1.5
23,24,Indiana,13,29,24,82.8,2.2,1.8
24,25,BYU,13,17,14,82.4,1.3,1.1
25,25,Appalachian State,13,17,14,82.4,1.3,1.1
26,27,Memphis,13,28,23,82.1,2.2,1.8
27,27,Temple,14,28,23,82.1,2.0,1.6
28,29,Arizona,13,22,18,81.8,1.7,1.4
29,29,Michigan,13,22,18,81.8,1.7,1.4
30,31,Air Force,14,16,13,81.3,1.1,0.9
31,32,Kentucky,12,21,17,81.0,1.8,1.4
32,32,Minnesota,13,21,17,81.0,1.6,1.3
33,34,Florida State,13,26,21,80.8,2.0,1.6
34,35,Missouri,12,20,16,80.0,1.7,1.3
35,35,Iowa,14,20,16,80.0,1.4,1.1
36,37,Oklahoma,13,24,19,79.2,1.8,1.5
37,38,UTEP,12,19,15,78.9,1.6,1.3
38,38,Mississippi State,13,19,15,78.9,1.5,1.2
39,38,Georgia Southern,13,19,15,78.9,1.5,1.2
40,41,Nebraska,13,27,21,77.8,2.1,1.6
41,41,Cincinnati,13,27,21,77.8,2.1,1.6
42,41,Northern Illinois,14,18,14,77.8,1.3,1.0
43,44,Virginia,12,22,17,77.3,1.8,1.4
44,44,Western Michigan,13,22,17,77.3,1.7,1.3
45,44,San Diego State,14,22,17,77.3,1.6,1.2
46,47,Washington State,13,26,20,76.9,2.0,1.5
47,47,East Carolina,12,13,10,76.9,1.1,0.8
48,49,Arizona State,13,34,26,76.5,2.6,2.0
49,49,Texas,12,17,13,76.5,1.4,1.1
50,49,LSU,12,17,13,76.5,1.4,1.1
51,49,UCF,12,17,13,76.5,1.4,1.1
52,49,Arkansas State,13,17,13,76.5,1.3,1.0
53,49,Houston,14,17,13,76.5,1.2,0.9
54,49,USC,14,17,13,76.5,1.2,0.9
55,56,Troy,12,21,16,76.2,1.8,1.3
56,56,Ball State,12,21,16,76.2,1.8,1.3
57,56,Oklahoma State,13,21,16,76.2,1.6,1.2
58,56,Washington,13,21,16,76.2,1.6,1.2
59,60,Mississippi,13,25,19,76.0,1.9,1.5
60,61,West Virginia,13,28,21,75.0,2.2,1.6
61,61,Rutgers,12,16,12,75.0,1.3,1.0
62,61,Middle Tennessee,13,16,12,75.0,1.2,0.9
63,61,Tulane,12,12,9,75.0,1.0,0.8
64,61,Miami (Ohio),12,12,9,75.0,1.0,0.8
65,66,Virginia Tech,13,31,23,74.2,2.4,1.8
66,67,Iowa State,12,19,14,73.7,1.6,1.2
67,68,Maryland,12,15,11,73.3,1.3,0.9
68,68,Oregon State,12,15,11,73.3,1.3,0.9
69,70,Syracuse,12,22,16,72.7,1.8,1.3
70,70,Ohio,13,22,16,72.7,1.7,1.2
71,70,SMU,12,11,8,72.7,0.9,0.7
72,70,Hawai'i,13,11,8,72.7,0.8,0.6
73,74,South Carolina,12,28,20,71.4,2.3,1.7
74,74,Louisville,13,21,15,71.4,1.6,1.2
75,74,Massachusetts,12,14,10,71.4,1.2,0.8
76,74,Florida International,12,14,10,71.4,1.2,0.8
77,78,Texas A&M,13,31,22,71.0,2.4,1.7
78,79,UNLV,12,17,12,70.6,1.4,1.0
79,79,Old Dominion,12,17,12,70.6,1.4,1.0
80,81,Toledo,12,27,19,70.4,2.3,1.6
81,82,Alabama,15,33,23,69.7,2.2,1.5
82,83,Colorado State,13,23,16,69.6,1.8,1.2
83,84,Buffalo,12,19,13,68.4,1.6,1.1
84,84,Southern Mississippi,14,19,13,68.4,1.4,0.9
85,86,Akron,13,22,15,68.2,1.7,1.2
86,87,Tulsa,13,25,17,68.0,1.9,1.3
87,88,Tennessee,13,31,21,67.7,2.4,1.6
88,89,Florida Atlantic,12,27,18,66.7,2.3,1.5
89,89,Northwestern,13,27,18,66.7,2.1,1.4
90,89,Wisconsin,13,27,18,66.7,2.1,1.4
91,89,Marshall,13,27,18,66.7,2.1,1.4
92,89,Georgia,13,27,18,66.7,2.1,1.4
93,89,Central Michigan,13,24,16,66.7,1.8,1.2
94,89,Ohio State,13,15,10,66.7,1.2,0.8
95,89,Fresno State,12,12,8,66.7,1.0,0.7
96,89,Army,12,9,6,66.7,0.8,0.5
97,98,Pittsburgh,13,23,15,65.2,1.8,1.2
98,98,South Florida,13,23,15,65.2,1.8,1.2
99,100,Utah State,13,17,11,64.7,1.3,0.8
100,101,North Texas,12,14,9,64.3,1.2,0.8
101,101,Louisiana-Monroe,13,14,9,64.3,1.1,0.7
102,103,Illinois,12,25,16,64.0,2.1,1.3
103,104,Kent State,12,11,7,63.6,0.9,0.6
104,104,Georgia Tech,12,11,7,63.6,0.9,0.6
105,106,Vanderbilt,12,19,12,63.2,1.6,1.0
106,106,Georgia State,13,19,12,63.2,1.5,0.9
107,106,Michigan State,14,19,12,63.2,1.4,0.9
108,109,Colorado,13,29,18,62.1,2.2,1.4
109,110,Wake Forest,12,18,11,61.1,1.5,0.9
110,110,Eastern Michigan,12,18,11,61.1,1.5,0.9
111,110,Louisiana-Lafayette,12,18,11,61.1,1.5,0.9
112,113,Rice,12,15,9,60.0,1.3,0.8
113,113,Arkansas,13,15,9,60.0,1.2,0.7
114,115,New Mexico State,12,17,10,58.8,1.4,0.8
115,116,Texas State,12,19,11,57.9,1.6,0.9
116,116,San Jose State,13,19,11,57.9,1.5,0.8
117,118,Baylor,13,14,8,57.1,1.1,0.6
118,119,UTSA,12,18,10,55.6,1.5,0.8
119,120,Kansas,12,11,6,54.5,0.9,0.5
120,120,Boston College,12,11,6,54.5,0.9,0.5
121,122,New Mexico,13,15,8,53.3,1.2,0.6
122,122,Bowling Green,14,15,8,53.3,1.1,0.6
123,124,Charlotte,12,27,14,51.9,2.3,1.2
