,Rank,Name,G,Att.,Made,Pct.,Att/G,Made/G
0,1,Boston College,13,20,20,100.0,1.5,1.5
1,2,Florida State,14,22,21,95.5,1.6,1.5
2,3,Toledo,12,20,19,95.0,1.7,1.6
3,4,Washington,13,16,15,93.8,1.2,1.2
4,5,LSU,13,14,13,92.9,1.1,1.0
5,5,Nebraska,13,14,13,92.9,1.1,1.0
6,7,Georgia,13,26,24,92.3,2.0,1.8
7,8,Northwestern,12,25,23,92.0,2.1,1.9
8,9,Texas,13,22,20,90.9,1.7,1.5
9,10,Ohio State,14,10,9,90.0,0.7,0.6
10,11,Boise State,13,19,17,89.5,1.5,1.3
11,12,Oklahoma,13,27,24,88.9,2.1,1.8
12,12,Memphis,12,18,16,88.9,1.5,1.3
13,14,UCF,13,24,21,87.5,1.8,1.6
14,14,Colorado State,14,24,21,87.5,1.7,1.5
15,14,Clemson,13,16,14,87.5,1.2,1.1
16,17,Michigan State,14,22,19,86.4,1.6,1.4
17,18,SMU,12,21,18,85.7,1.8,1.5
18,18,Kentucky,12,14,12,85.7,1.2,1.0
19,20,Texas Tech,13,27,23,85.2,2.1,1.8
20,21,California,12,20,17,85.0,1.7,1.4
21,21,Utah,12,20,17,85.0,1.7,1.4
22,23,Air Force,12,13,11,84.6,1.1,0.9
23,24,Tulsa,12,19,16,84.2,1.6,1.3
24,25,Maryland,13,25,21,84.0,1.9,1.6
25,26,Arizona State,14,30,25,83.3,2.1,1.8
26,26,South Carolina,13,18,15,83.3,1.4,1.2
27,26,Arkansas State,13,18,15,83.3,1.4,1.2
28,26,New Mexico State,12,12,10,83.3,1.0,0.8
29,30,North Carolina State,12,23,19,82.6,1.9,1.6
30,31,Nevada,12,17,14,82.4,1.4,1.2
31,31,Tennessee,12,17,14,82.4,1.4,1.2
32,33,Bowling Green,14,22,18,81.8,1.6,1.3
33,33,Indiana,12,11,9,81.8,0.9,0.8
34,35,San Jose State,12,27,22,81.5,2.3,1.8
35,36,Western Kentucky,12,16,13,81.3,1.3,1.1
36,36,Arkansas,12,16,13,81.3,1.3,1.1
37,38,BYU,13,26,21,80.8,2.0,1.6
38,39,Louisville,13,25,20,80.0,1.9,1.5
39,39,Western Michigan,12,20,16,80.0,1.7,1.3
40,39,Washington State,13,20,16,80.0,1.5,1.2
41,42,Ball State,13,24,19,79.2,1.8,1.5
42,43,Virginia,12,19,15,78.9,1.6,1.3
43,43,Vanderbilt,13,19,15,78.9,1.5,1.2
44,45,Navy,13,14,11,78.6,1.1,0.8
45,46,Louisiana Tech,12,23,18,78.3,1.9,1.5
46,46,South Alabama,12,23,18,78.3,1.9,1.5
47,46,South Florida,12,23,18,78.3,1.9,1.5
48,49,TCU,12,18,14,77.8,1.5,1.2
49,49,Kansas State,13,18,14,77.8,1.4,1.1
50,49,Minnesota,13,18,14,77.8,1.4,1.1
51,49,Pittsburgh,13,18,14,77.8,1.4,1.1
52,53,Stanford,14,26,20,76.9,1.9,1.4
53,53,Texas A&M,13,13,10,76.9,1.0,0.8
54,55,Miami (Florida),13,17,13,76.5,1.3,1.0
55,56,Ohio,13,24,18,75.0,1.8,1.4
56,56,Middle Tennessee,13,16,12,75.0,1.2,0.9
57,58,Notre Dame,13,27,20,74.1,2.1,1.5
58,59,West Virginia,12,23,17,73.9,1.9,1.4
59,59,Houston,13,23,17,73.9,1.8,1.3
60,61,North Carolina,13,19,14,73.7,1.5,1.1
61,62,Troy,12,15,11,73.3,1.3,0.9
62,63,Iowa,13,22,16,72.7,1.7,1.2
63,63,Army,12,11,8,72.7,0.9,0.7
64,65,Michigan,13,25,18,72.0,1.9,1.4
65,65,Missouri,14,25,18,72.0,1.8,1.3
66,67,Auburn,14,21,15,71.4,1.5,1.1
67,67,Oregon,13,14,10,71.4,1.1,0.8
68,67,Georgia Tech,13,14,10,71.4,1.1,0.8
69,70,Colorado,12,24,17,70.8,2.0,1.4
70,71,Central Michigan,12,17,12,70.6,1.4,1.0
71,71,Illinois,12,17,12,70.6,1.4,1.0
72,73,Oregon State,13,20,14,70.0,1.5,1.1
73,74,Tulane,13,23,16,69.6,1.8,1.2
74,75,Utah State,14,26,18,69.2,1.9,1.3
75,76,Fresno State,13,16,11,68.8,1.2,0.8
76,76,Marshall,14,16,11,68.8,1.1,0.8
77,78,Rutgers,13,19,13,68.4,1.5,1.0
78,78,Duke,14,19,13,68.4,1.4,0.9
79,80,USC,14,22,15,68.2,1.6,1.1
80,81,UAB,12,24,16,66.7,2.0,1.3
81,81,Mississippi,13,24,16,66.7,1.8,1.2
